# a, b, af, bf, as, bs, afs, bfs, alfa1, beta1, alfa2, beta2, vol, fibstretch 
1.94999508e+02,  7.28737881e+00,  1.29684289e+02,  1.11350557e+01,  4.73580040e+02,  5.06974097e+00,  4.14348819e+02,  9.08148278e+00,  2.14646214e+00,  4.06093317e+00,  1.33935437e-02,  4.38119959e+01,  1.01996017e+02,  1.12850304e+00
1.65223928e+02,  4.32815011e+00,  1.36541970e+02,  1.17140620e+01,  3.67204553e+02,  5.01568020e+00,  4.81178600e+02,  1.26412857e+01,  1.03690381e+00,  4.23308737e+00,  9.22967160e-03,  4.15268354e+01,  1.11611276e+02,  1.14599267e+00
1.26858157e+02,  5.03435939e+00,  1.22042679e+02,  8.34448475e+00,  4.56364995e+02,  5.92091508e+00,  5.01171392e+02,  7.93763197e+00,  9.78806059e-01,  4.25468644e+00,  8.70671598e-03,  4.19224471e+01,  1.12419137e+02,  1.14626919e+00
1.46378039e+02,  7.03096434e+00,  1.39869632e+02,  1.40599343e+01,  4.79372479e+02,  6.55404106e+00,  4.15884906e+02,  8.66841510e+00,  2.19104419e+00,  4.33120112e+00,  9.08016484e-03,  4.77070256e+01,  1.01592174e+02,  1.12649093e+00
1.85397178e+02,  4.61543029e+00,  8.36563683e+01,  1.29319270e+01,  3.62050857e+02,  5.90924676e+00,  3.61511742e+02,  1.21640960e+01,  1.17566249e+00,  4.40529150e+00,  7.76702002e-03,  4.37679459e+01,  1.09369640e+02,  1.14251931e+00
1.88209542e+02,  5.90550111e+00,  1.49438921e+02,  1.13380210e+01,  4.71371899e+02,  3.86649446e+00,  4.47910372e+02,  8.46230333e+00,  1.46700776e+00,  3.85204872e+00,  1.59157585e-02,  3.90140682e+01,  1.07551673e+02,  1.14027776e+00
1.29916876e+02,  7.47915678e+00,  9.14534853e+01,  1.47879358e+01,  2.76590317e+02,  4.70453709e+00,  3.48244372e+02,  1.12087777e+01,  1.65846313e+00,  4.69852575e+00,  7.47551428e-03,  4.61266350e+01,  1.04623411e+02,  1.13594284e+00
1.57278015e+02,  4.75435573e+00,  1.41574031e+02,  1.16758623e+01,  4.82588166e+02,  5.85572988e+00,  4.87253892e+02,  1.44869607e+01,  1.34297471e+00,  4.19445101e+00,  9.57648472e-03,  4.34162130e+01,  1.08031856e+02,  1.13828620e+00
1.56795935e+02,  6.95681679e+00,  1.03346106e+02,  8.70008887e+00,  3.76147129e+02,  3.88216242e+00,  4.11573716e+02,  9.66439618e+00,  1.41882295e+00,  4.28264774e+00,  1.11996818e-02,  4.17439188e+01,  1.07173484e+02,  1.14020114e+00
1.09042258e+02,  5.89408428e+00,  1.19209092e+02,  1.11461751e+01,  4.49114466e+02,  4.59328169e+00,  4.38039518e+02,  1.20019191e+01,  1.10628248e+00,  4.32915402e+00,  8.95423996e-03,  4.19645092e+01,  1.10460158e+02,  1.14538545e+00
1.52822581e+02,  4.79464302e+00,  1.15156967e+02,  1.01774433e+01,  4.69521306e+02,  5.58246543e+00,  3.64952726e+02,  1.10129804e+01,  1.10531696e+00,  4.20002912e+00,  9.08940384e-03,  4.20923383e+01,  1.10798791e+02,  1.14440311e+00
1.08356271e+02,  6.15022735e+00,  9.36778134e+01,  1.09060641e+01,  4.43313416e+02,  6.44496642e+00,  4.31188579e+02,  1.08510229e+01,  1.27225749e+00,  4.58111417e+00,  6.70278901e-03,  4.59787770e+01,  1.08002381e+02,  1.13905531e+00
1.35516947e+02,  7.75239574e+00,  8.96002596e+01,  1.52271189e+01,  4.04447673e+02,  4.56657543e+00,  4.06839482e+02,  1.14629408e+01,  1.96892239e+00,  4.52484938e+00,  9.02767148e-03,  4.58294059e+01,  1.02765912e+02,  1.13220142e+00
1.88021118e+02,  6.00293204e+00,  1.37576499e+02,  8.91296777e+00,  4.52754448e+02,  4.01045256e+00,  3.97309365e+02,  9.50003475e+00,  1.35415228e+00,  3.87732192e+00,  1.51587192e-02,  3.89465629e+01,  1.08708275e+02,  1.14201824e+00
1.29001052e+02,  5.94647370e+00,  8.49082783e+01,  1.20583818e+01,  3.75192842e+02,  5.75004704e+00,  4.49787447e+02,  8.40205642e+00,  1.22107323e+00,  4.53405340e+00,  7.39723810e-03,  4.44895134e+01,  1.08627136e+02,  1.14147031e+00
1.84695656e+02,  6.58488962e+00,  1.39531939e+02,  1.49122777e+01,  4.07196989e+02,  3.69820651e+00,  3.13596090e+02,  1.22906738e+01,  1.78279872e+00,  4.04834798e+00,  1.34057560e-02,  4.17435167e+01,  1.04454124e+02,  1.13520147e+00
1.73375446e+02,  5.51342227e+00,  1.11983994e+02,  1.16303722e+01,  3.57630141e+02,  6.49282673e+00,  4.32405875e+02,  1.24441274e+01,  1.41141302e+00,  4.32058020e+00,  8.99699406e-03,  4.43872915e+01,  1.07127556e+02,  1.13674167e+00
1.87849790e+02,  6.31383176e+00,  1.19773848e+02,  8.45451976e+00,  3.64812170e+02,  4.16134414e+00,  4.09921986e+02,  9.06421486e+00,  1.36330101e+00,  4.03552019e+00,  1.34668922e-02,  4.00686802e+01,  1.08238705e+02,  1.14117965e+00
1.93622294e+02,  4.35247574e+00,  1.25071870e+02,  1.03363612e+01,  4.39025820e+02,  6.00433597e+00,  4.97261651e+02,  1.26228356e+01,  1.19167033e+00,  4.10320415e+00,  1.06776403e-02,  4.16221006e+01,  1.09943600e+02,  1.14164821e+00
1.23103139e+02,  7.22248195e+00,  9.08726900e+01,  1.48046394e+01,  3.59519236e+02,  6.24833695e+00,  3.80411969e+02,  1.26978525e+01,  1.80543407e+00,  4.69262036e+00,  6.75253825e-03,  4.82483466e+01,  1.03632728e+02,  1.13193929e+00
1.40022727e+02,  4.66914635e+00,  1.44821910e+02,  1.53603916e+01,  3.21559846e+02,  5.70828953e+00,  4.04643438e+02,  1.43597356e+01,  1.30923143e+00,  4.60262043e+00,  5.92717764e-03,  4.72619860e+01,  1.07557228e+02,  1.13780336e+00
1.62268515e+02,  6.61029716e+00,  1.49404864e+02,  9.37902965e+00,  3.22774602e+02,  6.22224075e+00,  3.89832146e+02,  1.30111854e+01,  1.56553461e+00,  4.25753423e+00,  1.01430687e-02,  4.42943668e+01,  1.05901380e+02,  1.13410737e+00
1.60483969e+02,  7.26345345e+00,  1.38039969e+02,  1.31082407e+01,  3.15566064e+02,  6.68359328e+00,  3.95329049e+02,  1.46773658e+01,  2.08760932e+00,  4.43708771e+00,  8.97878004e-03,  4.74900938e+01,  1.02125111e+02,  1.12741071e+00
1.40145256e+02,  4.67729698e+00,  1.06311854e+02,  1.07968154e+01,  3.85817564e+02,  6.22945461e+00,  4.37582063e+02,  8.83972092e+00,  1.04753421e+00,  4.50204935e+00,  6.70532707e-03,  4.45442416e+01,  1.10696836e+02,  1.14369993e+00
1.50280174e+02,  6.23496322e+00,  8.89906145e+01,  1.42109501e+01,  3.29148499e+02,  4.06870796e+00,  4.16418826e+02,  8.46776298e+00,  1.29601998e+00,  4.36013550e+00,  9.77748008e-03,  4.18976011e+01,  1.08230189e+02,  1.14324208e+00
1.50467567e+02,  4.38638117e+00,  8.67813661e+01,  9.21486449e+00,  2.71379265e+02,  4.56630470e+00,  3.24081939e+02,  1.13933392e+01,  6.40045797e-01,  4.36995833e+00,  7.82186548e-03,  3.92257374e+01,  1.18400479e+02,  1.16018136e+00
1.14962844e+02,  7.76599899e+00,  1.27827853e+02,  1.30916682e+01,  3.89337667e+02,  5.41497148e+00,  4.01602551e+02,  1.16820623e+01,  1.86966859e+00,  4.57901090e+00,  8.03235819e-03,  4.69938163e+01,  1.03327600e+02,  1.13154684e+00
1.36269566e+02,  7.29567758e+00,  1.06380812e+02,  1.33258592e+01,  3.90089755e+02,  5.79351896e+00,  3.70744429e+02,  1.40880497e+01,  1.85118378e+00,  4.49371155e+00,  8.46666554e-03,  4.65263226e+01,  1.03516617e+02,  1.13165709e+00
1.42398387e+02,  5.94407580e+00,  1.06111559e+02,  1.02314692e+01,  2.74265549e+02,  4.21398757e+00,  5.16982328e+02,  1.22714709e+01,  1.00656720e+00,  4.34380226e+00,  1.03412244e-02,  4.01179470e+01,  1.11773022e+02,  1.14849138e+00
1.78161237e+02,  5.02725471e+00,  1.28984699e+02,  1.26446782e+01,  3.05398809e+02,  5.29906779e+00,  3.46237187e+02,  1.23439749e+01,  1.20441119e+00,  4.27320141e+00,  9.10559709e-03,  4.26567003e+01,  1.09382509e+02,  1.14229116e+00
1.11947044e+02,  5.70467623e+00,  1.08067101e+02,  8.43912069e+00,  2.99744311e+02,  5.52370808e+00,  3.19995436e+02,  9.17505925e+00,  8.47638803e-01,  4.53489599e+00,  6.84047089e-03,  4.27263752e+01,  1.13575253e+02,  1.14990408e+00
1.05934582e+02,  5.74655247e+00,  1.07536515e+02,  1.18001042e+01,  4.40058803e+02,  6.08189528e+00,  3.37030696e+02,  1.25755317e+01,  1.23697383e+00,  4.58096010e+00,  6.17373963e-03,  4.63173317e+01,  1.08352344e+02,  1.13994857e+00
1.64164997e+02,  6.54093332e+00,  1.37294256e+02,  8.87531905e+00,  2.84540120e+02,  5.45407585e+00,  4.14340456e+02,  9.93888327e+00,  1.39532990e+00,  4.26673276e+00,  1.04910330e-02,  4.28263959e+01,  1.07429598e+02,  1.13813099e+00
1.52971124e+02,  6.03863070e+00,  8.84028157e+01,  1.45428873e+01,  2.96016273e+02,  5.67707356e+00,  3.16240216e+02,  1.29260480e+01,  1.40258963e+00,  4.55171201e+00,  7.26124805e-03,  4.55105939e+01,  1.06824412e+02,  1.13852145e+00
1.27175252e+02,  6.63691623e+00,  8.55872138e+01,  1.02829112e+01,  4.75346370e+02,  4.89028422e+00,  2.94708742e+02,  1.20511286e+01,  1.31110555e+00,  4.35419193e+00,  8.95579859e-03,  4.30566897e+01,  1.08089447e+02,  1.14153350e+00
1.41182308e+02,  4.61927167e+00,  1.18647622e+02,  1.07607154e+01,  4.42991146e+02,  5.06351214e+00,  4.87575233e+02,  1.43888891e+01,  1.01088392e+00,  4.24191935e+00,  9.15226663e-03,  4.14046254e+01,  1.11970398e+02,  1.14674588e+00
1.87581189e+02,  4.66985999e+00,  1.10663757e+02,  8.70625757e+00,  4.12075668e+02,  4.52412943e+00,  3.33925049e+02,  1.32719559e+01,  9.41157816e-01,  3.91494457e+00,  1.29276300e-02,  3.76959088e+01,  1.14311858e+02,  1.15178820e+00
1.64256787e+02,  6.26153611e+00,  9.11946863e+01,  9.70664273e+00,  3.20588957e+02,  3.75176508e+00,  3.29597142e+02,  1.17591542e+01,  1.16636135e+00,  4.23562633e+00,  1.12684153e-02,  4.00828473e+01,  1.09990945e+02,  1.14622068e+00
1.77397256e+02,  6.94439174e+00,  1.18431129e+02,  9.33278755e+00,  3.65883653e+02,  4.60682736e+00,  4.47498408e+02,  1.19088655e+01,  1.63598118e+00,  4.17988005e+00,  1.23576942e-02,  4.23184549e+01,  1.05439017e+02,  1.13551357e+00
1.32066164e+02,  7.15275821e+00,  9.66375201e+01,  1.23109226e+01,  4.48594266e+02,  3.85772515e+00,  2.99310311e+02,  1.22585273e+01,  1.52602509e+00,  4.36899001e+00,  9.80175843e-03,  4.30393567e+01,  1.06066925e+02,  1.13919454e+00
1.43991842e+02,  7.28830710e+00,  9.37530337e+01,  8.67924708e+00,  3.13682710e+02,  5.38163243e+00,  3.72140088e+02,  1.14648862e+01,  1.50396733e+00,  4.50631997e+00,  8.77562676e-03,  4.46486178e+01,  1.06053935e+02,  1.13672464e+00
1.30043390e+02,  7.40537425e+00,  1.00397534e+02,  1.24555434e+01,  3.66651143e+02,  6.12924117e+00,  4.49106165e+02,  1.08286041e+01,  1.78998222e+00,  4.57597831e+00,  8.01973361e-03,  4.68598886e+01,  1.03843696e+02,  1.13198549e+00
1.57838973e+02,  7.51458523e+00,  1.13052094e+02,  1.20347381e+01,  3.30138448e+02,  3.88505706e+00,  5.14912172e+02,  1.03929733e+01,  1.79609812e+00,  4.40060686e+00,  1.11009973e-02,  4.35202710e+01,  1.03973953e+02,  1.13431015e+00
1.19083961e+02,  7.17875329e+00,  1.37394933e+02,  9.10020023e+00,  4.14499050e+02,  6.49737408e+00,  4.45267755e+02,  1.14923499e+01,  1.58501688e+00,  4.43667191e+00,  8.47323006e-03,  4.59548212e+01,  1.05481980e+02,  1.13341732e+00
1.63381328e+02,  7.49500425e+00,  1.48773302e+02,  1.12634198e+01,  3.52684410e+02,  4.44026358e+00,  4.76402397e+02,  1.04828507e+01,  1.91832317e+00,  4.28585089e+00,  1.17251344e-02,  4.38978485e+01,  1.03261267e+02,  1.13166737e+00
1.32788586e+02,  4.43088983e+00,  1.20651536e+02,  1.41400030e+01,  3.95144211e+02,  3.81169612e+00,  4.35762733e+02,  1.18820882e+01,  9.42563251e-01,  4.25619607e+00,  8.60670399e-03,  4.07938338e+01,  1.12961575e+02,  1.15078617e+00
1.53318339e+02,  6.80105721e+00,  8.41717474e+01,  1.06183446e+01,  3.90633433e+02,  5.29498323e+00,  2.89189427e+02,  1.41792608e+01,  1.49819349e+00,  4.35657517e+00,  9.40794785e-03,  4.38341635e+01,  1.06328931e+02,  1.13758583e+00
1.91749843e+02,  6.29303698e+00,  1.23743484e+02,  1.48794891e+01,  3.34636800e+02,  5.62368922e+00,  3.28539999e+02,  1.27286588e+01,  1.83571516e+00,  4.23856020e+00,  1.04084703e-02,  4.46880719e+01,  1.03844410e+02,  1.13209641e+00
1.14386949e+02,  4.45171442e+00,  1.43151488e+02,  1.27557420e+01,  3.79061539e+02,  5.03201758e+00,  4.00667388e+02,  1.41546764e+01,  1.00932754e+00,  4.50493242e+00,  6.32125664e-03,  4.45707935e+01,  1.11196164e+02,  1.14508588e+00
1.64524746e+02,  7.48363963e+00,  1.35641978e+02,  1.17299970e+01,  4.34090475e+02,  4.08726955e+00,  3.22927388e+02,  1.46358464e+01,  1.95648734e+00,  4.21583829e+00,  1.19152555e-02,  4.36730951e+01,  1.03070175e+02,  1.13197264e+00
1.56344017e+02,  6.24346512e+00,  1.22857633e+02,  1.49910373e+01,  4.71113551e+02,  3.91561896e+00,  2.96163872e+02,  1.18355326e+01,  1.57615219e+00,  4.10051350e+00,  1.16863664e-02,  4.18886123e+01,  1.06054142e+02,  1.13839505e+00
1.07021090e+02,  6.65264470e+00,  1.17477308e+02,  1.27068991e+01,  4.47938484e+02,  5.47927737e+00,  4.15522217e+02,  9.49194716e+00,  1.47073267e+00,  4.49224952e+00,  7.62792612e-03,  4.56182106e+01,  1.06333058e+02,  1.13700431e+00
1.78066321e+02,  6.62866280e+00,  1.08278998e+02,  8.75069521e+00,  3.89322081e+02,  6.51977934e+00,  3.13597201e+02,  9.41798358e+00,  1.62779827e+00,  4.19509742e+00,  1.00809429e-02,  4.44914297e+01,  1.05482382e+02,  1.13364557e+00
1.20310680e+02,  5.19871308e+00,  1.08436640e+02,  1.29500606e+01,  3.38123760e+02,  4.08342555e+00,  4.26143485e+02,  9.20774746e+00,  9.15459571e-01,  4.41420570e+00,  7.90945208e-03,  4.13584436e+01,  1.12873291e+02,  1.15103307e+00
1.69246653e+02,  4.33744316e+00,  1.39412533e+02,  1.44474527e+01,  2.73097108e+02,  6.13895425e+00,  4.93994452e+02,  9.37201433e+00,  1.24075169e+00,  4.60454120e+00,  6.17029340e-03,  4.66310642e+01,  1.08216297e+02,  1.13877113e+00
1.67929386e+02,  5.53983167e+00,  1.21046541e+02,  1.02472829e+01,  2.66222838e+02,  4.51214196e+00,  4.16074355e+02,  1.38282182e+01,  1.04401423e+00,  4.19897907e+00,  1.10620748e-02,  3.98836803e+01,  1.11684203e+02,  1.14743981e+00
1.64405297e+02,  6.82734258e+00,  1.08975429e+02,  1.34246611e+01,  3.17451597e+02,  5.93211788e+00,  4.31053405e+02,  1.19336378e+01,  1.78497767e+00,  4.41042560e+00,  9.36964384e-03,  4.54847518e+01,  1.04033527e+02,  1.13231009e+00
1.14159491e+02,  7.05461275e+00,  8.72830694e+01,  9.08872330e+00,  3.81841071e+02,  5.19947942e+00,  4.22256693e+02,  7.96269517e+00,  1.25588012e+00,  4.56650805e+00,  7.90257457e-03,  4.40619982e+01,  1.08224335e+02,  1.14136184e+00
1.92683582e+02,  7.10172952e+00,  8.74981934e+01,  1.07735306e+01,  2.94396663e+02,  4.23415540e+00,  5.05973211e+02,  1.34557904e+01,  1.72586860e+00,  4.27095247e+00,  1.25937799e-02,  4.23498133e+01,  1.04624341e+02,  1.13490974e+00
1.93239022e+02,  7.56135181e+00,  9.19086984e+01,  9.97497258e+00,  3.69673161e+02,  4.21459332e+00,  3.48780515e+02,  1.35164037e+01,  2.00326158e+00,  4.25912244e+00,  1.19487439e-02,  4.38673829e+01,  1.02748273e+02,  1.13131861e+00
1.79231249e+02,  4.47775507e+00,  1.16012528e+02,  1.32483758e+01,  2.70245776e+02,  4.91900494e+00,  2.96771163e+02,  1.34632142e+01,  1.00037366e+00,  4.37056587e+00,  7.77365581e-03,  4.24187640e+01,  1.11706849e+02,  1.14734875e+00
1.45195587e+02,  7.60537046e+00,  8.68336136e+01,  1.10701344e+01,  3.04191471e+02,  5.14159234e+00,  4.67480734e+02,  1.04534668e+01,  1.72035897e+00,  4.57566850e+00,  9.00860734e-03,  4.52321050e+01,  1.04323731e+02,  1.13416957e+00
1.18852740e+02,  7.45321864e+00,  1.41545685e+02,  1.16973920e+01,  4.63171659e+02,  6.62181145e+00,  4.61678344e+02,  1.45936528e+01,  1.96053634e+00,  4.44586576e+00,  8.54891504e-03,  4.75171596e+01,  1.02861574e+02,  1.12851608e+00
1.49039954e+02,  7.49188898e+00,  1.41527616e+02,  1.16663141e+01,  2.66672618e+02,  3.93127487e+00,  4.27901057e+02,  9.94681965e+00,  1.69655805e+00,  4.47878401e+00,  9.99095539e-03,  4.40454495e+01,  1.04592745e+02,  1.13532390e+00
1.13669762e+02,  5.95793105e+00,  1.23040273e+02,  8.46502534e+00,  4.22529885e+02,  5.30406032e+00,  2.88358826e+02,  1.04838746e+01,  1.03375556e+00,  4.33094479e+00,  8.18244093e-03,  4.24797762e+01,  1.11422019e+02,  1.14599552e+00
1.56352818e+02,  5.48069512e+00,  1.10346318e+02,  1.21544694e+01,  2.87309790e+02,  4.15486703e+00,  4.82286730e+02,  1.17914968e+01,  1.03764947e+00,  4.26199566e+00,  1.05302899e-02,  4.00061013e+01,  1.11571450e+02,  1.14832994e+00
1.39197439e+02,  7.61056824e+00,  1.27343387e+02,  1.36221198e+01,  4.69165622e+02,  6.50833187e+00,  5.32006246e+02,  1.10375189e+01,  2.28029636e+00,  4.40165241e+00,  9.39686368e-03,  4.77146069e+01,  1.01101160e+02,  1.12569913e+00
1.26662094e+02,  5.60798519e+00,  1.33693783e+02,  1.07000183e+01,  2.64823230e+02,  3.70427337e+00,  2.98473996e+02,  1.28466932e+01,  8.62647663e-01,  4.35112674e+00,  9.03831074e-03,  3.98855438e+01,  1.13984957e+02,  1.15328212e+00
1.43949089e+02,  6.31443353e+00,  1.37886112e+02,  1.36264276e+01,  4.73940678e+02,  4.07420912e+00,  4.12446151e+02,  1.44750847e+01,  1.52436129e+00,  4.11326156e+00,  1.20341914e-02,  4.16512931e+01,  1.06489495e+02,  1.13844188e+00
1.70278322e+02,  5.10982007e+00,  1.35092928e+02,  9.47966588e+00,  4.52721110e+02,  3.85029794e+00,  5.23265482e+02,  9.31014501e+00,  1.04650032e+00,  3.85723398e+00,  1.51081593e-02,  3.70365247e+01,  1.12818691e+02,  1.14987962e+00
1.51174862e+02,  5.55444598e+00,  1.19338206e+02,  1.17198513e+01,  3.47609986e+02,  4.32170074e+00,  4.93344619e+02,  1.14831777e+01,  1.11282894e+00,  4.20416479e+00,  1.09339098e-02,  4.02818604e+01,  1.10726155e+02,  1.14617109e+00
1.49199227e+02,  7.54107979e+00,  1.09523550e+02,  1.43220783e+01,  2.66534564e+02,  3.99411060e+00,  4.40066180e+02,  1.06773399e+01,  1.78380009e+00,  4.55334464e+00,  9.39027447e-03,  4.47307302e+01,  1.03911831e+02,  1.13467377e+00
1.49277283e+02,  5.14261959e+00,  9.03247934e+01,  1.44586151e+01,  2.99305702e+02,  5.48598983e+00,  5.27768430e+02,  1.21057082e+01,  1.15501641e+00,  4.58938349e+00,  6.96306010e-03,  4.45772564e+01,  1.09197933e+02,  1.14258845e+00
1.15839168e+02,  5.07608195e+00,  1.17433229e+02,  1.08082027e+01,  3.85765199e+02,  5.33365639e+00,  5.29044976e+02,  1.23230482e+01,  9.75460987e-01,  4.45846205e+00,  7.52315384e-03,  4.29658271e+01,  1.11819397e+02,  1.14632337e+00
1.13464588e+02,  7.59709287e+00,  1.30461828e+02,  1.24758691e+01,  2.61590731e+02,  5.18935265e+00,  4.69460318e+02,  1.19388005e+01,  1.58401082e+00,  4.72960196e+00,  7.53592706e-03,  4.62809238e+01,  1.05121702e+02,  1.13527561e+00
1.82450104e+02,  5.67267216e+00,  1.46529457e+02,  1.16816920e+01,  2.84878286e+02,  5.50635270e+00,  3.90040425e+02,  9.25482263e+00,  1.36623976e+00,  4.20312659e+00,  1.04423258e-02,  4.26048340e+01,  1.07815494e+02,  1.13889282e+00
1.86689929e+02,  5.43298856e+00,  1.10991994e+02,  1.51108773e+01,  3.53726843e+02,  4.77761566e+00,  3.29365385e+02,  9.48060039e+00,  1.42753300e+00,  4.19286497e+00,  1.02640852e-02,  4.24839446e+01,  1.07223978e+02,  1.13971728e+00
1.19033535e+02,  5.55952609e+00,  1.14994747e+02,  1.00200371e+01,  3.52228293e+02,  4.58418921e+00,  2.99497749e+02,  1.33590085e+01,  9.16805058e-01,  4.37404637e+00,  8.18171109e-03,  4.13609661e+01,  1.13001600e+02,  1.15017720e+00
1.34201497e+02,  6.57190921e+00,  1.49162622e+02,  1.48022325e+01,  3.64298707e+02,  5.41886331e+00,  5.00047099e+02,  8.92608722e+00,  1.71393835e+00,  4.40767910e+00,  8.84812611e-03,  4.56836807e+01,  1.04527861e+02,  1.13306566e+00
1.92964744e+02,  5.44698921e+00,  1.25166542e+02,  9.60597458e+00,  3.68608675e+02,  5.01801514e+00,  4.35289623e+02,  7.92899858e+00,  1.22997746e+00,  3.98785240e+00,  1.29463971e-02,  3.98424092e+01,  1.09856800e+02,  1.14306200e+00
1.08085096e+02,  4.76087035e+00,  1.08392610e+02,  8.93532259e+00,  4.40783172e+02,  3.65560616e+00,  3.19291798e+02,  9.40841852e+00,  6.77597619e-01,  4.18345110e+00,  9.14755544e-03,  3.78718190e+01,  1.18465148e+02,  1.16162172e+00
1.59462962e+02,  5.60230738e+00,  1.05036832e+02,  9.21867353e+00,  4.05634930e+02,  6.02074001e+00,  2.92795088e+02,  1.23790822e+01,  1.20118051e+00,  4.21691007e+00,  9.26233886e-03,  4.27114490e+01,  1.09590435e+02,  1.14177698e+00
1.14473207e+02,  6.96080894e+00,  8.50130701e+01,  1.10341748e+01,  4.16676322e+02,  6.55332956e+00,  4.86765587e+02,  9.89707797e+00,  1.48950620e+00,  4.61160453e+00,  7.27374950e-03,  4.64696129e+01,  1.06002663e+02,  1.13554521e+00
1.69278798e+02,  7.07068175e+00,  1.02388903e+02,  1.48342829e+01,  3.41095209e+02,  6.56807664e+00,  4.29793720e+02,  8.37669214e+00,  2.10137280e+00,  4.45399156e+00,  8.78557988e-03,  4.73917669e+01,  1.02034765e+02,  1.12817785e+00
1.86777875e+02,  5.24846824e+00,  1.39436655e+02,  1.16563859e+01,  4.42030124e+02,  4.53852278e+00,  3.39628133e+02,  1.30923851e+01,  1.31886714e+00,  3.93896786e+00,  1.32333311e-02,  3.99175806e+01,  1.08924096e+02,  1.14208529e+00
1.56203855e+02,  6.21051438e+00,  1.23205580e+02,  1.21667008e+01,  3.44138471e+02,  4.80315640e+00,  3.62513560e+02,  1.14795076e+01,  1.38947116e+00,  4.26584019e+00,  1.02080926e-02,  4.25468757e+01,  1.07477210e+02,  1.13976044e+00
1.49999152e+02,  7.34946391e+00,  8.59134234e+01,  8.56744646e+00,  4.37333852e+02,  4.28834746e+00,  2.89599069e+02,  8.83945758e+00,  1.57146914e+00,  4.36442603e+00,  9.68075442e-03,  4.36368148e+01,  1.05700677e+02,  1.13754075e+00
1.34824730e+02,  7.65978710e+00,  1.48263141e+02,  1.09204364e+01,  4.65461640e+02,  6.61764655e+00,  3.19369974e+02,  1.32108094e+01,  2.10867164e+00,  4.36959618e+00,  8.86461193e-03,  4.77124434e+01,  1.02044054e+02,  1.12712212e+00
1.72710696e+02,  5.32649633e+00,  1.51168637e+02,  1.27376420e+01,  3.57535106e+02,  4.88785524e+00,  3.69161980e+02,  8.68465773e+00,  1.32531018e+00,  4.13533379e+00,  1.07069740e-02,  4.18979226e+01,  1.08377671e+02,  1.14066631e+00
1.70392824e+02,  5.35422435e+00,  8.85461682e+01,  1.35843110e+01,  3.18889213e+02,  6.43533157e+00,  3.77013440e+02,  9.78856139e+00,  1.35964362e+00,  4.52617836e+00,  7.10674316e-03,  4.57869232e+01,  1.07232310e+02,  1.13809532e+00
1.54009309e+02,  4.80561224e+00,  1.30880867e+02,  1.28930575e+01,  4.09158024e+02,  4.24437978e+00,  3.70669670e+02,  1.02705370e+01,  1.09508615e+00,  4.13844222e+00,  1.01420318e-02,  4.06178449e+01,  1.11128496e+02,  1.14689256e+00
1.61154156e+02,  7.19419267e+00,  1.47019922e+02,  1.09223900e+01,  3.72424766e+02,  5.19644530e+00,  3.91461130e+02,  1.02025225e+01,  1.83078940e+00,  4.25623769e+00,  1.09481544e-02,  4.43348702e+01,  1.03878309e+02,  1.13203418e+00
1.71554769e+02,  6.22334609e+00,  1.35866520e+02,  1.37235626e+01,  4.32542365e+02,  5.30451802e+00,  3.34243020e+02,  1.27327296e+01,  1.75236953e+00,  4.15238755e+00,  1.09725684e-02,  4.38667881e+01,  1.04542891e+02,  1.13337212e+00
1.45214084e+02,  7.57344484e+00,  1.20413403e+02,  9.41494021e+00,  4.11685392e+02,  4.90286073e+00,  4.72678928e+02,  1.11743294e+01,  1.77099463e+00,  4.36063363e+00,  1.05198829e-02,  4.43263547e+01,  1.04187929e+02,  1.13311632e+00
1.77244441e+02,  5.60934675e+00,  1.51825597e+02,  1.52828143e+01,  4.65905614e+02,  4.06360919e+00,  4.66814766e+02,  1.44805749e+01,  1.58345548e+00,  3.94666887e+00,  1.40071685e-02,  4.07255264e+01,  1.06231098e+02,  1.13747458e+00
1.18051756e+02,  4.47185965e+00,  1.30786355e+02,  9.84677279e+00,  4.70039587e+02,  5.23875832e+00,  4.40969537e+02,  1.37392006e+01,  9.33456238e-01,  4.30687564e+00,  7.92955053e-03,  4.21452534e+01,  1.12922178e+02,  1.14790237e+00
1.75355499e+02,  7.79371745e+00,  1.07205170e+02,  1.50184792e+01,  2.72738796e+02,  5.68692258e+00,  2.89280264e+02,  1.27159089e+01,  2.31421801e+00,  4.50555315e+00,  8.97528846e-03,  4.75670763e+01,  1.00915981e+02,  1.12723172e+00
1.45495702e+02,  5.48610046e+00,  1.35753196e+02,  1.30046641e+01,  3.19071957e+02,  5.48682698e+00,  4.18804079e+02,  1.14156318e+01,  1.27454258e+00,  4.41566135e+00,  8.04374020e-03,  4.42827352e+01,  1.08299463e+02,  1.13994750e+00
1.27878694e+02,  6.61915908e+00,  1.50356478e+02,  1.18394400e+01,  2.86180730e+02,  5.74136204e+00,  2.97183466e+02,  1.34598042e+01,  1.43357767e+00,  4.52167984e+00,  7.58768566e-03,  4.57721991e+01,  1.06614196e+02,  1.13666693e+00
1.46636951e+02,  4.60342945e+00,  1.27676772e+02,  1.02010787e+01,  3.28647994e+02,  5.83614364e+00,  3.46739477e+02,  9.37652550e+00,  9.58135512e-01,  4.42485144e+00,  7.07665889e-03,  4.34063698e+01,  1.12156898e+02,  1.14631669e+00
